ldm_entity, related_entites
BIRD_OTHR_PRTY_CD_LDM,BIRD_PRTY_CD_LDM:BIRD_PRTY_LDM:BIRD_PRTY_RL_LDM:BIRD_ENTTY_RL_LDM:BIRD_PRTY_PRVS_PRD_DT_LDM:BIRD_PRTY_RSK_DT_LDM:BIRD_OTHR_PRTY_ID_LDM:BIRD_OTHR_PRTY_CD_LDM
BIRD_OTHR_PRVSN_LDM,BIRD_PRVSN_LDM:BIRD_NN_FNNCL_LBLTY_LDM:BIRD_NN_FNNCL_ASST_NN_FNNCL_LBLTY_LDM
BIRD_OTHR_TRD_RCVBL_LDM,BIRD_TRD_RCVBL_LDM:BIRD_TRD_RCVBL_ASSGND_DBTR_ASSGNMNT_LDM:BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_LDM:BIRD_ASSNGND_DBTR_LDM:BIRD_LGL_PRSN_RL_LDM:BIRD_LGL_PRSN_LDM:BIRD_PRTY_LDM:BIRD_ENTTY_RL_LDM:BIRD_LN_EXCLDNG_RPRCHS_AGRMNT_LDM:BIRD_ASST_PL_LN_ASSGNMNT_LDM:BIRD_LN_EXCLDNG_RPRCHS_AGRMNT_AND_ADVNCE_LDM:BIRD_LN_EXCLDNG_RPRCHS_AGRMNT_CLLTRL_ASSGNMNT_LDM:BIRD_LN_AND_ADVNC_LG_LN_AND_ADVNC_ASSGNMNT_LDM:BIRD_INSTRMNT_LDM:BIRD_INSTRMNT_RL_LDM:BIRD_ABSTRCT_INSTRMNT_RL_LDM:BIRD_INSTRMNT_HDGD_OTC_DRVTV_LDM:BIRD_INSTRMNT_HDGD_EXCHNG_TRDBL_DRVTV_LDM:BIRD_OTC_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_PRTCN_ARRNGMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_SRVCR_ASSGNMNT_LDM:BIRD_TRD_RCBVBL_FCTR_ASSGNMNT_LDM:BIRD_FCTR_LDM:BIRD_PRTY_RL_LDM:BIRD_ASST_PL_LDM:BIRD_ASST_PL_DBT_SCRTY_PSTN_ASSGNMNT_LDM:BIRD_ASST_PL_EQT_INSTRMNT_NT_SCRT_ASSGNMNT_LDM:BIRD_CLLTRL_LDM:BIRD_OFF_BLNC_INSTRMNT_CLLTRL_ASSGNMNT_LDM:BIRD_CRDT_RSK_MTGTN_ASSGNMNT_LDM:BIRD_CRDT_FCLTY_CLLTRL_ASSGNMNT_LDM:BIRD_LNG_NN_NGTBL_SCRTY_PSTN_CLLTRL_ASSGNMNT_LDM:BIRD_LN_AND_ADVNC_LG_LDM:BIRD_TRNSFRD_ASST_LG_LDM:BIRD_RPRCHS_AGRMNT_CMPNNT_LDM:BIRD_RPRCHS_AGRMNT_INSTRMNT_LDM:BIRD_SFT_LDM:BIRD_OTC_DRVTV_HDG_LDM:BIRD_OTC_DRVTV_RL_LDM:BIRD_OTC_DRVTV_INSTRMNT_LDM:BIRD_SCRTY_PSTN_HDGD_OTC_DRVTV_LDM:BIRD_EXCHNG_TRDBL_DRVTV_HDG_PSTN_LDM:BIRD_EXCHNG_TRDBL_DRVTV_POSTN_RL_LDM:BIRD_EXCHNG_TRDBL_DRVTV_PSTN_LDM:BIRD_SCRTY_EXCHNG_TRDBL_DRVTV_PSTN_LDM:BIRD_SCRTY_HDGD_EXCHNG_TRDBL_DRVTV_LDM:BIRD_CLLTRL_RCVD_INSTRMNT_LDM:BIRD_CRDT_FCLTY_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_PRTCTN_ARRNGMNT_LDM:BIRD_PRTCTN_PRTCTN_PRVD_ASSGNMNT_LDM:BIRD_DBT_SCRTY_PRTCTN_ARRNGMNT_ASSGNMNT_LDM:BIRD_SRVCR_LDM:BIRD_CRDT_FCLTY_SRVCR_ASSGNMNT_LDM:BIRD_CRDT_FCLTY_ENTTY_RL_ASSGNMNT_LDM
BIRD_OVRNGHT_DPST_LDM,BIRD_DPST_LDM:BIRD_DPST_DPSTR_ASSGNMNT_LDM:BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_LDM:BIRD_LN_EXCLDNG_RPRCHS_AGRMNT_LDM:BIRD_ASST_PL_LN_ASSGNMNT_LDM:BIRD_LN_EXCLDNG_RPRCHS_AGRMNT_AND_ADVNCE_LDM:BIRD_LN_EXCLDNG_RPRCHS_AGRMNT_CLLTRL_ASSGNMNT_LDM:BIRD_LN_AND_ADVNC_LG_LN_AND_ADVNC_ASSGNMNT_LDM:BIRD_INSTRMNT_LDM:BIRD_INSTRMNT_RL_LDM:BIRD_ABSTRCT_INSTRMNT_RL_LDM:BIRD_INSTRMNT_HDGD_OTC_DRVTV_LDM:BIRD_INSTRMNT_HDGD_EXCHNG_TRDBL_DRVTV_LDM:BIRD_OTC_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_PRTCN_ARRNGMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_SRVCR_ASSGNMNT_LDM:BIRD_DPST_DPST_TKNG_CRPRTN_ASSGNMNT_LDM:BIRD_TRNCH_SYNTHTC_SCRTSTN_WTHT_SSPE_DPST_LDM:BIRD_TRNCH_SYNTHTC_SCRTSTN_WTHT_SSPE_LDM:BIRD_TRNCH_SYNTHTC_SCRTSTN_LDM:BIRD_SCRTSTN_TRNCH_LDM:BIRD_DPSTR_LDM:BIRD_PRTY_RL_LDM:BIRD_PRTY_LDM:BIRD_ENTTY_RL_LDM:BIRD_DPST_TKNG_CRPRTN_LDM:BIRD_SYNTHTC_SCRTSTN_WTHT_SSPE_LDM:BIRD_SNTHTC_SCRTSTN_LDM:BIRD_ETD_LBLTY_PSTN_SNTHTC_SCRTSTN_ASSGNMNT_LDM:BIRD_OTC_DRVTV_INSTRMNT_SNTHTC_SCRTSTN_ASSGNMNT_LDM:BIRD_SCRTSTN_LDM:BIRD_ASST_PL_SCRTSTN_LDM:BIRD_ASST_PL_LDM:BIRD_SCRTSN_OTHR_CRDT_TRNSFR_LDM:BIRD_TRNCH_SYNTHTC_SCRTSTN_WTHT_SSPE_FNNCL_GRNT_LDM:BIRD_ASST_PL_DBT_SCRTY_PSTN_ASSGNMNT_LDM:BIRD_ASST_PL_EQT_INSTRMNT_NT_SCRT_ASSGNMNT_LDM:BIRD_CLLTRL_LDM:BIRD_OFF_BLNC_INSTRMNT_CLLTRL_ASSGNMNT_LDM:BIRD_CRDT_RSK_MTGTN_ASSGNMNT_LDM:BIRD_CRDT_FCLTY_CLLTRL_ASSGNMNT_LDM:BIRD_LNG_NN_NGTBL_SCRTY_PSTN_CLLTRL_ASSGNMNT_LDM:BIRD_LN_AND_ADVNC_LG_LDM:BIRD_TRNSFRD_ASST_LG_LDM:BIRD_RPRCHS_AGRMNT_CMPNNT_LDM:BIRD_RPRCHS_AGRMNT_INSTRMNT_LDM:BIRD_SFT_LDM:BIRD_OTC_DRVTV_HDG_LDM:BIRD_OTC_DRVTV_RL_LDM:BIRD_OTC_DRVTV_INSTRMNT_LDM:BIRD_SCRTY_PSTN_HDGD_OTC_DRVTV_LDM:BIRD_EXCHNG_TRDBL_DRVTV_HDG_PSTN_LDM:BIRD_EXCHNG_TRDBL_DRVTV_POSTN_RL_LDM:BIRD_EXCHNG_TRDBL_DRVTV_PSTN_LDM:BIRD_SCRTY_EXCHNG_TRDBL_DRVTV_PSTN_LDM:BIRD_SCRTY_HDGD_EXCHNG_TRDBL_DRVTV_LDM:BIRD_CLLTRL_RCVD_INSTRMNT_LDM:BIRD_CRDT_FCLTY_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_PRTCTN_ARRNGMNT_LDM:BIRD_PRTCTN_PRTCTN_PRVD_ASSGNMNT_LDM:BIRD_DBT_SCRTY_PRTCTN_ARRNGMNT_ASSGNMNT_LDM:BIRD_SRVCR_LDM:BIRD_CRDT_FCLTY_SRVCR_ASSGNMNT_LDM:BIRD_CRDT_FCLTY_ENTTY_RL_ASSGNMNT_LDM
BIRD_PHYSCL_CLLTRL_LDM,BIRD_CLLTRL_LDM:BIRD_OFF_BLNC_INSTRMNT_CLLTRL_ASSGNMNT_LDM:BIRD_CRDT_RSK_MTGTN_ASSGNMNT_LDM:BIRD_CRDT_FCLTY_CLLTRL_ASSGNMNT_LDM:BIRD_LN_EXCLDNG_RPRCHS_AGRMNT_CLLTRL_ASSGNMNT_LDM:BIRD_LNG_NN_NGTBL_SCRTY_PSTN_CLLTRL_ASSGNMNT_LDM:BIRD_OFF_BLNC_INSTRMNT_LDM:BIRD_INSTRMNT_LDM:BIRD_INSTRMNT_RL_LDM:BIRD_ABSTRCT_INSTRMNT_RL_LDM:BIRD_INSTRMNT_HDGD_OTC_DRVTV_LDM:BIRD_INSTRMNT_HDGD_EXCHNG_TRDBL_DRVTV_LDM:BIRD_OTC_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_PRTCN_ARRNGMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_SRVCR_ASSGNMNT_LDM:BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_LDM:BIRD_PRTCTN_ARRNGMNT_LDM:BIRD_PRTCTN_PRTCTN_PRVD_ASSGNMNT_LDM:BIRD_DBT_SCRTY_PRTCTN_ARRNGMNT_ASSGNMNT_LDM:BIRD_CRDT_FCLTY_LDM:BIRD_INSTRMNT_RSLTNG_CRDT_FCLTY_LDM:BIRD_CRDT_FCLTY_RSK_DT_LDM:BIRD_CRDT_FCLTY_CRDTR_ASSGNMNT_LDM:BIRD_CRDT_FCLTY_ENTTY_RL_ASSGNMNT_LDM:BIRD_CRDT_FCLTY_DBTR_ASSGNMNT_LDM:BIRD_CRDT_FCLTY_SRVCR_ASSGNMNT_LDM:BIRD_CRDT_FCLTY_INTRST_RT_LDM:BIRD_CRDT_FCLTY_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_TRDTNL_SCRTSTN_LDM:BIRD_SCRTSTN_LDM:BIRD_SCRTSN_OTHR_CRDT_TRNSFR_LDM:BIRD_FNNCL_CNTRCT_LDM:BIRD_LN_EXCLDNG_RPRCHS_AGRMNT_AND_ADVNCE_LDM:BIRD_LN_AND_ADVNC_LG_LN_AND_ADVNC_ASSGNMNT_LDM:BIRD_LNG_NN_NGTBL_SCRTY_PSTN_LDM:BIRD_LNG_SCRTY_PSTN_LDM:BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_LDM:BIRD_ASST_PL_DBT_SCRTY_PSTN_ASSGNMNT_LDM:BIRD_SCRTY_PSTN_LDM:BIRD_INVSTR_LDM:BIRD_PRTY_RL_LDM:BIRD_ENTTY_RL_LDM:BIRD_SCRTY_LDM:BIRD_SCRTY_EXCHNG_TRDBL_DRVTV_LDM:BIRD_FNDMNTL_RVW_TRDNG_BK_STNDRD_APPRCH_RSK_MSR_FR_SCRTY_PSTNS_LDM:BIRD_FNDMNTL_RVW_TRDNG_BK_STNDRD_APPRCH_RSK_MSR_LDM:BIRD_SCRTY_EXCHNG_TRDBL_DRVTV_PSTN_LDM:BIRD_PHYSCL_CLLTRL_INVSTMNT_PRPRTY_ASSGNMNT_LDM:BIRD_CLLTRL_NN_FNNCL_ASST_ASSGNMNT_LDM:BIRD_INVSTMNT_PRPRTY_LDM:BIRD_NN_FNNCL_ASST_LDM:BIRD_NN_FNNCL_ASST_NN_FNNCL_LBLTY_LDM:BIRD_PHYSCL_CLLTRL_LDM:BIRD_PHYSCL_CLLTRL_NN_SFTWR_PPRTY_PLNT_EQPMNT_NT_TKN_INT_PSSSSN_ASSGNMNT_LDM:BIRD_PHYSCL_CLLTRL_NN_SFTWR_PPRTY_PLNT_EQPMNT_TKN_INT_PSSSSN_ASSGNMNT_LDM:BIRD_NN_SFTWR_PPRTY_PLNT_EQPMNT_NT_TKN_INT_PSSSSN_LDM:BIRD_PPRTY_PLNT_EQPMNT_NT_TKN_INT_PSSSSN_LDM:BIRD_PRPRTY_PLNT_EQPMNT_LDM:BIRD_NN_SFTWR_PPRTY_PLNT_EQPMNT_TKN_INT_PSSSSN_LDM
BIRD_PNDNG_LGL_ISSS_TX_LTGTN_LDM,BIRD_PRVSN_LDM:BIRD_NN_FNNCL_LBLTY_LDM:BIRD_NN_FNNCL_ASST_NN_FNNCL_LBLTY_LDM
BIRD_PNSN_OTHR_PST_EMPLYMNT_BNFT_OBLGTN_LDM,BIRD_EMPLY_BNFT_LDM:BIRD_PRVSN_LDM:BIRD_NN_FNNCL_LBLTY_LDM:BIRD_NN_FNNCL_ASST_NN_FNNCL_LBLTY_LDM
BIRD_PPRTY_PLNT_EQPMNT_NT_TKN_INT_PSSSSN_LDM,BIRD_PRPRTY_PLNT_EQPMNT_LDM:BIRD_NN_FNNCL_ASST_LDM:BIRD_NN_FNNCL_ASST_NN_FNNCL_LBLTY_LDM
BIRD_PPRTY_PLNT_EQPMNT_TKN_INT_PSSSSN_LDM,BIRD_PRPRTY_PLNT_EQPMNT_LDM:BIRD_NN_FNNCL_ASST_LDM:BIRD_NN_FNNCL_ASST_NN_FNNCL_LBLTY_LDM
BIRD_PRDNTL_CNSLDTN_GRP_LDM,BIRD_INTRNL_CNSLDTN_GRP_LDM:BIRD_INTRNL_GRP_LDM:BIRD_INTRNL_GRP_RL_LDM:BIRD_GRP_LDM:BIRD_INTRNL_GRP_KY_MNGMNT_PRSNLL_ASSGNMNT_LDM:BIRD_KY_MNGMNT_PRSNLL_LDM:BIRD_NTRL_PRSN_GRP_RL_LDM:BIRD_NTRL_PRSN_LDM:BIRD_LGL_PRSN_LDM:BIRD_PRTY_LDM:BIRD_ENTTY_GRP_RL_LDM:BIRD_ENTTY_RL_LDM:BIRD_NTRL_PRSN_KY_MNGMNT_PRSNLL_ASSGNMNT_LDM:BIRD_GRP_CLNTS_KY_MNGMNT_PRSNLL_ASSGNMNT_LDM
BIRD_PRFRMNG_DBT_SCRTY_LDM,BIRD_DBT_SCRTY_LDM:BIRD_DBT_SCRTY_DBTR_ASSGNMNT_LDM:BIRD_SCRTY_ENTTY_RL_ASSGNMNT_LDM:BIRD_SCRTY_LDM:BIRD_SCRTY_PSTN_LDM:BIRD_SCRTY_EXCHNG_TRDBL_DRVTV_PSTN_LDM:BIRD_SCRTY_CLLTRL_LDM:BIRD_FNNCL_CLLTRL_LDM:BIRD_CLLTRL_LDM:BIRD_SCRTY_BRRWNG_LNDNG_TRNSCTN_CMPNNT_LDM:BIRD_SCTRY_BRRWNG_LNDNG_TRNSCTN_INCLDNG_CSH_CLLTRL_LDM:BIRD_SCRTY_SCRTY_RPRCHS_AGRMNT_CMPNNT_ASSGNMNT_LDM:BIRD_SCRTY_EXCHNG_TRDBL_DRVTV_LDM:BIRD_SCRTY_ISSR_ASSGNMNT_LDM:BIRD_RTNG_GRD_ISS_BSD_RTNG_SSTM_DBT_SCRTY_ASSGNMNT_LDM:BIRD_DBT_SCRTY_ISSD_LDM:BIRD_FNNCL_GRNT_INSTRMNT_DBT_SCRT_DBT_SCRTY_ASSGNMNT_LDM:BIRD_SCRTY_DBTR_LDM:BIRD_ORGNSTN_RL_LDM:BIRD_ORGNSTN_LDM:BIRD_LGL_PRSN_LDM:BIRD_PRTY_LDM:BIRD_ENTTY_RL_LDM:BIRD_RTNG_GRD_ISS_BSD_RTNG_SYSTM_LDM:BIRD_RTNG_GRD_LDM:BIRD_ISS_BSD_RTNG_SYSTM_LDM:BIRD_RTNG_SYSTM_LDM:BIRD_DBT_SCRTY_ISSD_TRDTNL_SCRTSTN_ASSGNMNT_LDM:BIRD_TRDTNL_SCRTSTN_LDM:BIRD_SCRTSTN_LDM:BIRD_SCRTSN_OTHR_CRDT_TRNSFR_LDM:BIRD_FNNCL_GRNT_INSTRMNT_DBT_SCRT_LDM:BIRD_FNNCL_GRNT_INSTRMNT_LDM:BIRD_TRNCH_SYNTHTC_SCRTSTN_WTHT_SSPE_FNNCL_GRNT_LDM:BIRD_TRNCH_SYNTHTC_SCRTSTN_WTHT_SSPE_LDM:BIRD_TRNCH_SYNTHTC_SCRTSTN_LDM:BIRD_SCRTSTN_TRNCH_LDM:BIRD_FNNCL_GRNT_INSTRMNT_BNFCRY_ASSGNMNT_LDM:BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_LDM:BIRD_FNNCL_GRNT_INSTRMNT_PRTCTN_PRVDR_ASSGNMNT_LDM:BIRD_OFF_BLNC_INSTRMNT_LDM:BIRD_OFF_BLNC_INSTRMNT_CLLTRL_ASSGNMNT_LDM:BIRD_INSTRMNT_LDM:BIRD_INSTRMNT_RL_LDM:BIRD_ABSTRCT_INSTRMNT_RL_LDM:BIRD_INSTRMNT_HDGD_OTC_DRVTV_LDM:BIRD_INSTRMNT_HDGD_EXCHNG_TRDBL_DRVTV_LDM:BIRD_OTC_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_PRTCN_ARRNGMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_SRVCR_ASSGNMNT_LDM:BIRD_INVSTR_LDM:BIRD_PRTY_RL_LDM:BIRD_EQTY_INSTRMNT_NT_SCRTY_INVSTR_ASSGNMNT_LDM:BIRD_FNDMNTL_RVW_TRDNG_BK_STNDRD_APPRCH_RSK_MSR_FR_SCRTY_PSTNS_LDM:BIRD_FNDMNTL_RVW_TRDNG_BK_STNDRD_APPRCH_RSK_MSR_LDM:BIRD_RSK_FAC_SA_LDM:BIRD_CLLTRL_ANNX_LDM:BIRD_PRTCTN_ARRNGMNT_LDM:BIRD_CRDT_RSK_MTGTN_ASSGNMNT_LDM:BIRD_PRTCTN_PRTCTN_PRVD_ASSGNMNT_LDM:BIRD_DBT_SCRTY_PRTCTN_ARRNGMNT_ASSGNMNT_LDM:BIRD_CRDT_FCLTY_CLLTRL_ASSGNMNT_LDM:BIRD_CRDT_FCLTY_LDM:BIRD_LN_EXCLDNG_RPRCHS_AGRMNT_CLLTRL_ASSGNMNT_LDM:BIRD_LN_EXCLDNG_RPRCHS_AGRMNT_AND_ADVNCE_LDM:BIRD_LNG_NN_NGTBL_SCRTY_PSTN_CLLTRL_ASSGNMNT_LDM:BIRD_LNG_NN_NGTBL_SCRTY_PSTN_LDM:BIRD_LNG_SCRTY_PSTN_LDM:BIRD_SCRTY_BRRWNG_LNDNG_TRNSCTN_LDM:BIRD_SFT_LDM:BIRD_SCRTY_BRRWNG_LNDNG_TRNSCTN_BRRWR_ASSGNMNT_LDM:BIRD_SCRTY_BRRWNG_LNDNG_TRNSCTN_LNDR_ASSGNMNT_LDM:BIRD_SCRTY_LG_LDM:BIRD_TRNSFRD_ASST_LG_LDM:BIRD_RPRCHS_AGRMNT_CMPNNT_LDM:BIRD_RPRCHS_AGRMNT_INSTRMNT_LDM:BIRD_ISSR_LDM:BIRD_CRDT_SPRD_RSK_NN_SCRTSTN_RSK_FCTR_STNDRDSD_APPRCH_LDM:BIRD_EQTY_INSTRMNT_NT_SCRTY_ISSR_ASSGNMNT_LDM
BIRD_PRFRMNG_FNNCL_ASST_INSTRMNT_DBTR_ASSSSD_LDM,BIRD_FNNCL_ASST_INSTRMNT_DBTR_ASSSSD_LDM:BIRD_PTNTL_RTL_EXPSR_CLSS_FNNCL_ASST_INSTRMNT_LDM:BIRD_FNNCL_ASST_INSTRMNT_LDM:BIRD_INSTRMNT_RL_LDM:BIRD_INSTRMNT_LDM:BIRD_ABSTRCT_INSTRMNT_RL_LDM:BIRD_INSTRMNT_HDGD_OTC_DRVTV_LDM:BIRD_OTC_DRVTV_HDG_LDM:BIRD_OTC_DRVTV_RL_LDM:BIRD_INSTRMNT_HDGD_EXCHNG_TRDBL_DRVTV_LDM:BIRD_EXCHNG_TRDBL_DRVTV_HDG_PSTN_LDM:BIRD_EXCHNG_TRDBL_DRVTV_POSTN_RL_LDM:BIRD_OTC_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_CLLTRL_RCVD_INSTRMNT_LDM:BIRD_INSTRMNT_PRTCN_ARRNGMNT_ASSGNMNT_LDM:BIRD_PRTCTN_ARRNGMNT_LDM:BIRD_INSTRMNT_SRVCR_ASSGNMNT_LDM:BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_LDM:BIRD_SRVCR_LDM:BIRD_PRTY_RL_LDM:BIRD_ENTTY_RL_LDM
BIRD_PRFRMNG_NN_DFLT_FNNCL_ASST_INSTRMNT_INDVDLLY_ASSSSD_LDM,BIRD_NN_DFLT_FNNCL_ASST_INSTRMNT_INDVDLLY_ASSSSD_LDM:BIRD_FNNCL_ASST_INSTRMNT_INDVDLLY_ASSSSD_LDM:BIRD_PTNTL_RTL_EXPSR_CLSS_FNNCL_ASST_INSTRMNT_LDM:BIRD_FNNCL_ASST_INSTRMNT_LDM:BIRD_INSTRMNT_RL_LDM:BIRD_INSTRMNT_LDM:BIRD_ABSTRCT_INSTRMNT_RL_LDM:BIRD_INSTRMNT_HDGD_OTC_DRVTV_LDM:BIRD_OTC_DRVTV_HDG_LDM:BIRD_OTC_DRVTV_RL_LDM:BIRD_INSTRMNT_HDGD_EXCHNG_TRDBL_DRVTV_LDM:BIRD_EXCHNG_TRDBL_DRVTV_HDG_PSTN_LDM:BIRD_EXCHNG_TRDBL_DRVTV_POSTN_RL_LDM:BIRD_OTC_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_CLLTRL_RCVD_INSTRMNT_LDM:BIRD_INSTRMNT_PRTCN_ARRNGMNT_ASSGNMNT_LDM:BIRD_PRTCTN_ARRNGMNT_LDM:BIRD_INSTRMNT_SRVCR_ASSGNMNT_LDM:BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_LDM:BIRD_SRVCR_LDM:BIRD_PRTY_RL_LDM:BIRD_ENTTY_RL_LDM
BIRD_PRFRMNG_NN_RTL_EXPSR_CLSS_FNNCL_ASST_INSTRMNT_LDM,BIRD_NN_RTL_EXPSR_FNNCL_ASST_INSTRMNT_LDM:BIRD_FNNCL_ASST_INSTRMNT_LDM:BIRD_INSTRMNT_RL_LDM:BIRD_INSTRMNT_LDM:BIRD_ABSTRCT_INSTRMNT_RL_LDM:BIRD_INSTRMNT_HDGD_OTC_DRVTV_LDM:BIRD_OTC_DRVTV_HDG_LDM:BIRD_OTC_DRVTV_RL_LDM:BIRD_INSTRMNT_HDGD_EXCHNG_TRDBL_DRVTV_LDM:BIRD_EXCHNG_TRDBL_DRVTV_HDG_PSTN_LDM:BIRD_EXCHNG_TRDBL_DRVTV_POSTN_RL_LDM:BIRD_OTC_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_CLLTRL_RCVD_INSTRMNT_LDM:BIRD_INSTRMNT_PRTCN_ARRNGMNT_ASSGNMNT_LDM:BIRD_PRTCTN_ARRNGMNT_LDM:BIRD_INSTRMNT_SRVCR_ASSGNMNT_LDM:BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_LDM:BIRD_SRVCR_LDM:BIRD_PRTY_RL_LDM:BIRD_ENTTY_RL_LDM
BIRD_PRPRTY_PLNT_EQPMNT_LDM,BIRD_NN_FNNCL_ASST_LDM:BIRD_NN_FNNCL_ASST_NN_FNNCL_LBLTY_LDM
